心境低落,SYM
情感低落,SYM
抑郁悲观,SYM
闷闷不乐,SYM
没有兴趣,
无愉快感,SYM
兴趣减退,SYM
痛不欲生,SYM
悲观绝望,SYM
度日如年,SYM
生不如死,SYM
自我评价降低,SYM
无用感,SYM
无望感,SYM
无助感,SYM
无价值感,SYM
自责,SYM
自罪,SYM
罪恶妄想,SYM
疑病妄想,SYM
幻觉。,SYM
思维迟缓,SYM
思维联想速度缓慢,SYM
反应迟钝,SYM
思路闭塞,SYM
脑子好像是生了锈的机器,SYM
脑子像涂了一层糨糊一样,SYM
主动言语减少,SYM
语速明显减慢,SYM
声音低沉,SYM
对答困难,SYM
交流无法顺利进行,SYM
意志活动减退,SYM
行为缓慢,SYM
生活被动,SYM
疏懒,SYM
不想做事,SYM
不愿和周围人接触交往,SYM
独坐一旁,SYM
整日卧床,SYM
闭门独居,SYM
疏远亲友,SYM
回避社交,SYM
蓬头垢面,SYM
不修边幅,SYM
不语,SYM
不动,SYM
不食,SYM
坐立不安,SYM
手指抓握,SYM
搓手顿足,SYM
踱来踱去,SYM
自杀观念,SYM
自责自罪,SYM
缺乏自信心,SYM
绝望,SYM
认知功能损害,SYM
记忆力下降,SYM
注意力障碍,SYM
反应时间延长,SYM
警觉性增高,SYM
抽象思维能力差,SYM
学习困难,SYM
说话不流畅,SYM
没有知觉,
空间知觉,SYM
眼手协调及思维灵活性等能力减退,SYM
睡眠障碍,SYM
乏力,SYM
食欲减退,SYM
体重下降,SYM
便秘,SYM
身体任何部位的疼痛,SYM
性欲减退,SYM
阳痿,SYM
闭经,SYM
恶心,SYM
呕吐,SYM
心慌,SYM
胸闷,SYM
出汗,SYM
早醒,SYM
比平时早醒2～3小时,SYM
醒后不能再入睡,SYM
入睡困难,SYM
睡眠不深,SYM
睡眠过多,SYM
体重减轻,SYM
食欲减退,SYM
食欲增强,SYM
体重增加,SYM
心境低落,SYM
兴趣缺乏,SYM
乐趣丧失,SYM
精力不足,SYM
感觉疲劳,SYM
自信心不足,SYM
自卑,SYM
自责,SYM
自罪,SYM
自杀想法,SYM
思维迟缓,SYM
注意力不集中,SYM
记忆力下降,SYM
反应迟钝,SYM
学习效率低下,SYM
工作效率低下,SYM
睡眠障碍,SYM
性功能障碍,SYM
食欲改变,SYM
体重相应的变化,SYM
心烦意乱,SYM
容易哭泣,SYM
容易发脾气,SYM
心情低落,SYM
没有愉快感,
兴趣减退,SYM
愉快感的丧失,SYM
容易疲劳,SYM
心情不好,SYM
高兴不起来,SYM
喜欢的事情也不感兴趣了,SYM
较易疲劳,SYM
浑身没劲,SYM
焦虑,SYM
注意力下降,SYM
记忆力下降,SYM
睡眠紊乱,SYM
食欲紊乱,SYM
性功能减退,SYM
精力丧失,SYM
浑身不适,SYM
自主神经功能紊乱,SYM
心慌,SYM
胸闷,SYM
胃口改变,SYM
食欲增加,SYM
食欲下降,SYM
增加体重,SYM
减轻体重,SYM
哭泣,SYM
麻木,SYM
疲乏,SYM
浑身无力,SYM
全身感觉不舒服,SYM
缺乏兴趣,SYM
缺乏乐趣,SYM
没有动力,
缺乏动力,SYM
难以入睡,SYM
睡眠浅,SYM
梦多,SYM
容易醒来,SYM
早醒,SYM
坐立不安,SYM
焦躁不安,SYM
不耐烦,SYM
愤怒,SYM
内疚,SYM
感到无用,SYM
没有安全感,SYM
对自己、周围的世界和未来感到消极,SYM
不安全感,SYM
导致邋遢,SYM
缺乏个人卫生,SYM
注意力集中困难,SYM
很难做决定,SYM
很难集中注意力,SYM
效率低下,SYM
挫折感,SYM
厌恶情绪,SYM
自杀念头,SYM
情绪高涨,SYM
思维奔逸,SYM
意志行为活动增高,SYM
自我评价比较高,SYM
兴奋话多,SYM
冲动,SYM
滔滔不绝,SYM
高谈阔论,SYM
夸大,SYM
妄想,SYM
情绪低落,SYM
思维迟缓,SYM
意志行为活动减退,SYM
自我评价低,SYM
体验不到生活快乐,SYM
自杀意念,SYM
自杀想法,SYM
情绪低落,SYM
思维迟缓,SYM
运动抑制,SYM
高兴不起来,SYM
忧愁伤感,SYM
悲观绝望,SYM
皱眉叹气,SYM
动不动就流眼泪,SYM
思维迟缓,SYM
脑子不好使,SYM
记不住事,SYM
思考问题困难,SYM
脑子空空的,SYM
变笨,SYM
不爱活动,SYM
浑身发懒,SYM
走路缓慢,SYM
言语少等,SYM
不吃不动,SYM
生活不能自理,SYM
心情压抑,SYM
焦虑,SYM
兴趣丧失,SYM
精力不足,SYM
悲观失望,SYM
自我评价过低,SYM
悲观厌世,SYM
自杀念头,SYM
抑郁心境,SYM
思维迟缓,SYM
意志活动减退,SYM
苦恼忧伤,SYM
兴趣索然,SYM
悲观绝望,SYM
痛苦难熬,SYM
度日如年,SYM
生不如死,SYM
活着无意思,SYM
思维联想过程受抑制,SYM
反应迟钝,SYM
脑子不转了,SYM
主动性言语减少,SYM
语速减慢,SYM
思维问题费力,SYM
反应慢,SYM
自我评价低,SYM
自卑,SYM
无用感,SYM
无价值感,SYM
活着无意义,SYM
悲观厌世,SYM
自杀打算,SYM
自责自罪,SYM
意志活动减退,SYM
主动性活动明显减少,SYM
生活被动,SYM
不愿参加外界活动,SYM
独处,SYM
生活懒散,SYM
不语不动,SYM
木僵,SYM
自杀企图,SYM
心悸,SYM
胸闷,SYM
胃肠不适,SYM
便秘,SYM
食欲下降,SYM
体重减轻,SYM
睡眠障碍,SYM
入睡困难,SYM
幻觉,SYM
人格解体,SYM
现实解体,SYM
强迫症状,SYM
恐怖症状,SYM
思维联想迟缓,SYM
记忆力下降,SYM
头晕,SYM
头痛,SYM
无力,SYM
失眠,SYM
易疲劳,SYM
心情紧张,SYM
烦恼,SYM
易激惹,SYM
肌肉紧张性痛,SYM
睡眠障碍,SYM
生理功能,SYM
思维迟缓,SYM
自卑,SYM
想死,SYM
情绪昼夜轻重,SYM
食欲,SYM
性欲下降,SYM
自知力常丧失,SYM
不主动求治,SYM
头疼,SYM
心悸,SYM
胸闷,SYM
气短,SYM
四肢麻木,SYM
恶心,SYM
呕吐,SYM
忧伤,SYM
悲观,SYM
绝望,SYM
心情沉重,SYM
生活没意思,SYM
高兴不起来,SYM
郁郁寡欢,SYM
痛苦难熬,SYM
紧张不安,SYM
丧失兴趣,SYM
丧失既往生活、工作的热忱,SYM
丧失乐趣,SYM
对任何事都兴趣索然,SYM
体验不出天伦之乐,SYM
