心境,nsym
内心,nsym
心情,nsym
感受,nsym
心态,nsym
自觉,nsym
精神状态,nsym
低落,vdescription 
低下,vdescription 
不济,vdescription 
欠佳,vdescription 
高昂,vdescription 
每况愈下,vdescription 
不振,vdescription 
极差,vdescription 
很差,vdescription 
堪忧,vdescription 
情感,nsym
感情,nsym
感性,nsym
人性,nsym
心灵,nsym
内心深处,nsym
特质,nsym
理智,nsym
情绪,nsym
焦虑,nsym
心理,nsym
意识,nsym
冲动,nsym
恐惧,nsym
歇斯底里,nsym
抑郁,asym
抑郁症,asym
焦虑,asym
忧郁症,asym
忧郁,asym
精神分裂症,asym
精神病,asym
癫痫,asym
焦虑症,asym
躁郁症,asym
悲观,asym
乐观,asym
沮丧,asym
苦闷,asym
平淡,asym
软弱,asym
冷漠,asym
闷闷不乐,isym
伤心,isym
郁郁寡欢,isym
愉快感,nsym 
兴趣,nsym
浓厚兴趣,nsym
有兴趣,nsym
天份,nsym
爱好,nsym
热爱,nsym
天分,nsym
热情,nsym
好奇心,nsym
感兴趣,nsym
减退,vdescription 
消退,vdescription 
大不如前,vdescription 
变差,vdescription 
急剧下降,vdescription 
痛不欲生,isym
弥留之际,isym
愧疚,isym
悲痛欲绝,isym
绝望,vsym
恐惧,vsym
悲伤,vsym
悲惨,vsym
无助,vsym
迷茫,vsym
苦闷,vsym
孤独,vsym
悲哀,vsym
悔恨,vsym
度日如年,isym 
生不如死, isym 
自我评价,nsym
降低,vdescription  
减少,vdescription  
提高,vdescription  
减低,vdescription  
增加,vdescription  
减小,vdescription  
下降,vdescription  
增高,vdescription  
增大,vdescription  
减缓,vdescription  
无用感,nsym
无望感,nsym 
无助感,nsym
无价值感,nsym
自责,vsym
愧疚,vsym
内疚,vsym
难过,vsym
沮丧,vsym
后悔,vsym
苦恼,vsym
懊悔,vsym
难堪,vsym
自虐,vsym
死去,vsym
病死,vsym
死,vsym
离世,vsym
死于,vsym
过世,vsym
病倒,vsym
亡故,vsym
身故,vsym
死掉,vsym
自罪,vsym
罪恶,sym
堕落,sym
邪恶,sym
丑恶,sym
撒旦,sym
恶行,sym
恶人,sym
妄想,vsym
病态,vsym
自恋,vsym
无知,vsym
冲动,vsym
偏执,vsym
疑病,vsym
幻觉,nsym
梦境,nsym
错觉,nsym
潜意识,nsym
无意识,nsym
噩梦,nsym
恍惚,nsym
希望,nsym  
期望,nsym  
想,nsym  
愿意,nsym  
想要,nsym  
期盼,nsym  
渴望,nsym  
思维,nsym
思考,nsym
理性,nsym
认知,nsym
观念,nsym
本质,nsym
有意识,nsym
直觉,nsym
思路,nsym
思维纷乱,isym
迟缓,vdescription 
功能障碍,vdescription 
联想速度,nsym
缓慢,vdescription 
较慢,vdescription 
很慢,vdescription 
较快,vdescription 
减慢,vdescription 
加速,vdescription 
平稳,vdescription 
快速,vdescription 
极快,vdescription 
比较慢,vdescription 
反应,nsym
化学反应,nsym
质子化,nsym
自由基,nsym
加成,nsym
反应会,nsym
催化,nsym
中间体,nsym
底物,nsym
重排,nsym
唉声叹气,isym
迟钝,vdescription
幼稚,vdescription
笨拙,vdescription
懒散,vdescription
胆怯,vdescription
想法,nsym
设想,nsym
初衷,nsym
闭塞,vdescription
道岔,vdescription
脑子,nsym
生锈,vsym  
腐蚀,vsym  
锈蚀,vsym  
破损,vsym  
言语,nsym
肢体,nsym
言词,nsym
说话,nsym
话语,nsym
言谈,nsym
减少,vdescription
降低,vdescription
减低,vdescription
下降,vdescription
减小,vdescription
缩减,vdescription
减缓,vdescription
语速,nsym
音调,nsym
减慢,vdescription
加速,vdescription
变慢,vdescription
放缓,vdescription
加快,vdescription
放慢,vdescription
延缓,vdescription
较慢,vdescription
很慢,vdescription
声音,nsym
声响,nsym
歌声,nsym
笑声,nsym
人声,nsym
感觉,nsym
刺耳,nsym
沙哑,nsym
低沉,adescription
沙哑,adescription
高亢,adescription
柔和,adescription
慵懒,adescription
刺耳,adescription
急促,adescription
对答,vsym 
困难,adescription
艰难,adescription
麻烦,adescription
不便,adescription
吃力,adescription
十分困难,adescription
瓶颈,adescription
难于,adescription
紧迫,adescription
