白天,ntime
半个多月,npropertime
半个小时,npropertime
半个月,npropertime
半年,npropertime
半天,npropertime
半小时,npropertime
半夜,npropertime
半月,npropertime
傍晚,npropertime
彼时,ntime
必要时,ntime
毕业后,ntime
毕业季,ntime
不久前,ntime
吃饭时,ntime
出院后,ntime
除夕,npropertime
春季,npropertime
春节,npropertime
春秋,ntime
春天,npropertime
此后,ntime
此刻,ntime
此前,ntime
此时,ntime
此时此刻,ntime
从前,ntime
大二,ntime
大年初一,ntime
大前天,npropertime
待会儿,ntime
当初,ntime
当今,ntime
当年,ntime
当前,ntime
当时,ntime
当天,npropertime
当晚,npropertime
当下,ntime
独处的时候,ntime
多年来,ntime
多年前,ntime
儿时,ntime
二更,ntime
饭后,ntime
分手后,ntime
分手之后,ntime
妇女节,npropertime
刚才,ntime
高中时,ntime
隔天,ntime
关键时刻,ntime
国庆,npropertime
国庆节,npropertime
过后,ntime
过几天,ntime
过去,ntime
过去两周,npropertime
过去七八年,npropertime
过去一年,npropertime
过去一天,npropertime
过往,ntime
寒冬,ntime
寒假,ntime
很久以后,ntime
很久以前,ntime
后半个月,npropertime
后来,ntime
后期,ntime
后天,npropertime
黄昏,npropertime
回来后,ntime
婚后,ntime
即将,adtime
即时,atime
几个月前,npropertime
几年来,ntime
几年前,npropertime
几十年,npropertime
几天后,ntime
假期,ntime
建军节,npropertime
渐渐,adtime
渐渐地,adtime
将来,ntime
今后,ntime
今年,npropertime
今日,npropertime
今生,ntime
今天,npropertime
今天,ntime
今天晚上,npropertime
今天下午,npropertime
今天早上,npropertime
今天中午,npropertime
今晚,npropertime
今夜,ntime
今早,npropertime
尽快,adtime
尽早,adtime
近二周,npropertime
近几年,npropertime
近来,ntime
近两个星期,npropertime
近两年,npropertime
近年,npropertime
近期,ntime
近十年,npropertime
近一月,npropertime
久,atime
久而久之,adtime
久久,adtime
久久,atime
久远,atime
酒后,ntime
就是现在,ntime
开春,ntime
开年大年,ntime
考前,ntime
考试后,ntime
考试周,ntime
课后,ntime
来日,ntime
离婚后,ntime
黎明,ntime
立即,adtime
立刻,adtime
立马,adtime
连忙,adtime
两到三个月,npropertime
两天,npropertime
两天多,npropertime
两天后,npropertime
两天之后,npropertime
两小时,npropertime
两星期,npropertime
两周,npropertime
两周多,npropertime
两周后,npropertime
两周前,npropertime
两周以上,npropertime
临睡前,ntime
凌晨,npropertime
凌晨,ntime
零点,npropertime
马上,adtime
慢慢,adtime
慢慢,atime
慢慢地,adtime
每个礼拜,npropertime
每个晚上,npropertime
每个星期,npropertime
每个月,npropertime
每秒,npropertime
每秒钟,npropertime
每年,npropertime
每日,npropertime
每天,npropertime
每晚,npropertime
每夜,npropertime
每一秒,npropertime
每一秒钟,npropertime
每一天,npropertime
每月,npropertime
每周,npropertime
明年,npropertime
明天,npropertime
明天,ntime
明天晚上,npropertime
明天下午,npropertime
明天早上,npropertime
明早,npropertime
目前,ntime
那几天,ntime
那年,ntime
那时,ntime
那时候,ntime
那天,ntime
那些年,ntime
那一刻,ntime
年底,npropertime
年末,ntime
年终,ntime
平常,ntime
平日,ntime
平时,ntime
七八分钟,npropertime
七八年,npropertime
七八年以来,npropertime
期末,ntime
起初,ntime
前2年,npropertime
前半年,npropertime
前不久,ntime
前段,ntime
前几天,ntime
前两个月,npropertime
前两年,npropertime
前两天,npropertime
前年,npropertime
前期,ntime
前天,npropertime
前天晚上,npropertime
前一分钟,npropertime
前一个月,npropertime
前一秒,npropertime
前一天,npropertime
前阵子,ntime
青春期,ntime
清晨,npropertime
清末,ntime
秋季,npropertime
秋天,npropertime
去年,npropertime
全天,npropertime
人生一世,ntime
日常,atime
日常,adtime
日复一日,adtime
日后,ntime
日渐,adtime
日趋,adtime
日夜,adtime
日益,adtime
如今,ntime
上次,ntime
上个月,npropertime
上年,npropertime
上午,npropertime
上星期,npropertime
上学期,npropertime
上一秒,npropertime
上一天,npropertime
上一晚,npropertime
上周,npropertime
深夜,npropertime
盛夏,ntime
时不时,adtime
时常,adtime
时而,adtime
时刻,adtime
时时,adtime
时时刻刻,adtime
時常,adtime
始终,adtime
事后,ntime
暑期,npropertime
数年,npropertime
数十年,npropertime
睡前,ntime
瞬间,ntime
说话时,ntime
死后,ntime
随后,adtime
随即,adtime
随时,adtime
随时随地,adtime
随之,adtime
天黑,ntime
天亮,ntime
天天,ntime
同年,npropertime
童年时,ntime
突然,adtime
突然,atime
突然间,ntime
突然间,adtime
突然有一天,adtime
突然之间,ntime
晚,ntime
晚点,ntime
晚年,ntime
晚期,ntime
晚上,npropertime
晚上,ntime
往常,ntime
往后,ntime
往年,ntime
未来,ntime
午后,npropertime
午间,npropertime
午夜,npropertime
昔日,ntime
下班后,ntime
下半年,npropertime
下次,ntime
下个月,npropertime
下午,npropertime
下星期,npropertime
下学期,npropertime
下一秒,npropertime
下月中,npropertime
下周,npropertime
下周六,npropertime
下周三,npropertime
下周一,npropertime
夏季,npropertime
夏天,npropertime
先前,ntime
现,ntime
现代,ntime
现阶段,ntime
现在,npropertime
现在,ntime
小的时候,ntime
小时候,ntime
新年,ntime
醒来后,ntime
学龄前,ntime
眼前,ntime
夜,ntime
夜间,ntime
夜里,npropertime
夜幕,npropertime
夜晚,ntime
一百天,npropertime
一朝,ntime
一大早,ntime
一分钟,npropertime
一个白天,npropertime
一个半小时,npropertime
一个多小时,npropertime
一个多星期,npropertime
一个多月,npropertime
一个多月前,npropertime
一个礼拜,npropertime
一个世纪,npropertime
一个晚上,npropertime
一个小时,npropertime
一个星期,npropertime
一个月,npropertime
一个周,npropertime
一开始,ntime
一两点,ntime
一两个小时,npropertime
一两个月,npropertime
一两年,npropertime
一两天,npropertime
一两周,npropertime
一秒,npropertime
一秒内,npropertime
一秒钟,npropertime
一年,npropertime
一年多,npropertime
一年后,npropertime
一年内,npropertime
一年前,npropertime
一清早,ntime
一日,npropertime
一时,npropertime
一时半,npropertime
一瞬间,ntime
一天,npropertime
一天24小时,npropertime
一天到晚,ntime
一天二十四小时,npropertime
一天两天,npropertime
一天一天,npropertime
一天一夜,npropertime
一天之后,npropertime
一晚,npropertime
一晚上,npropertime
一小时,npropertime
一星期,npropertime
一夜,npropertime
一早,ntime
一整天,ntime
一周,npropertime
一周多,npropertime
一周后,npropertime
一周两周,npropertime
一周前,npropertime
以后,ntime
以前,ntime
以往,ntime
有的时候,ntime
有时候,ntime
幼年期,ntime
元旦,npropertime
月初,npropertime
月经期前,ntime
在此之前,ntime
暂时,adtime
暂时,atime
早晨,npropertime
早期,ntime
早上,npropertime
早晚,ntime
早一点,npropertime
长大后,ntime
这个月,npropertime
这几天,npropertime
这时,ntime
这时候,ntime
这些年来,ntime
这一个星期,npropertime
这一个月,npropertime
这一刻,ntime
这周六,npropertime
这周末,npropertime
整晚整晚,ntime
整夜,ntime
直到最后,adtime
至此,adtime
中后期,ntime
周二,npropertime
周六,npropertime
周末,npropertime
周日,npropertime
周三,npropertime
周四,npropertime
周五,npropertime
周五的晚上,npropertime
周一,npropertime
周一的晚上,npropertime
昼夜,ntime
转瞬间,ntime
最近,npropertime
最近,ntime
最近2个月,npropertime
最近3个月,npropertime
最近几天,npropertime
最近两个星期,npropertime
最近两个月,npropertime
最近两年,npropertime
最近一个星期,npropertime
最近一年,npropertime
最近一周,npropertime
昨年,ntime
昨日,npropertime
昨天,npropertime
昨天晚上,npropertime
昨天下午,npropertime
昨天夜里,npropertime
昨天早上,npropertime
昨晚,npropertime
昨夜,ntime
